   2.0000000000000002e-05	   3.0886941632289201e-29	
   2.0438394105208747e-05	   2.7122500235548812e-29	
   2.0886397679991581e-05	   2.3816996131108856e-29	
   2.1344221361089277e-05	   2.0914467363959473e-29	
   2.1812080402337837e-05	   1.8365776804049862e-29	
   2.2290194775874044e-05	   1.6127779749422890e-29	
   2.2778789275558940e-05	   1.4162593059915785e-29	
   2.3278093622668798e-05	   1.2436953436825229e-29	
   2.3788342573902564e-05	   1.0921653974649694e-29	
   2.4309776031756820e-05	   9.5910494374378150e-30	
   2.4842639157320119e-05	   8.4226218768913706e-30	
   2.5387182485539974e-05	   7.3965992319241695e-30	
   2.5943662043015944e-05	   6.4956204471971138e-30	
   2.6512339468375244e-05	   5.7044414364445020e-30	
   2.7093482135286688e-05	   5.0096769085488093e-30	
   2.7687363278171096e-05	   4.3995736820280355e-30	
   2.8294262120667257e-05	   3.8638116471792214e-30	
   2.8914464006913778e-05	   3.3933290036131478e-30	
   2.9548260535708851e-05	   2.9801688122584113e-30	
   3.0195949697610197e-05	   2.6173442620810368e-30	
   3.0857836015040804e-05	   2.2987203688754024e-30	
   3.1534230685465400e-05	   2.0189101019133825e-30	
   3.2225451727705437e-05	   1.7731831787039620e-30	
   3.2931824131461120e-05	   1.5573859827622037e-30	
   3.3653680010111308e-05	   1.3678712477497822e-30	
   3.4391358756862017e-05	   1.2014363168246757e-30	
   3.5145207204318383e-05	   1.0552689313271389e-30	
   3.5915579787554038e-05	   9.2689963049786967e-31	
   3.6702838710754942e-05	   8.1415995593128763e-31	
   3.7507354117515983e-05	   7.1514575281197813e-31	
   3.8329504264870778e-05	   6.2818494633150167e-31	
   3.9169675701135415e-05	   5.5180924749954084e-31	
   4.0028263447651217e-05	   4.8472930913176688e-31	
   4.0905671184510865e-05	   4.2581291124618275e-31	
   4.1802311440355700e-05	   3.7406580641919921e-31	
   4.2718605786333301e-05	   3.2861490071278422e-31	
   4.3654985034306447e-05	   2.8869348534793925e-31	
   4.4611889439407241e-05	   2.5362826903789564e-31	
   4.5589768907030264e-05	   2.2282799139561943e-31	
   4.6589083204363813e-05	   1.9577342461092595e-31	
   4.7610302176557458e-05	   1.7200859410701542e-31	
   4.8653905967627947e-05	   1.5113306953251437e-31	
   4.9720385246207377e-05	   1.3279519557327272e-31	
   5.0810241436239534e-05	   1.1668614798526773e-31	
   5.1923986952733560e-05	   1.0253471422569857e-31	
   5.3062145442684265e-05	   9.0102710330578460e-32	
   5.4225252031274360e-05	   7.9180956461617400e-32	
   5.5413853573472821e-05	   6.9585743005688368e-32	
   5.6628508911148371e-05	   6.1155727416761471e-32	
   5.7869789135818666e-05	   5.3749209283754439e-32	
   5.9138277857159470e-05	   4.7241737511767374e-32	
   6.0434571477398245e-05	   4.1524009127189947e-32	
   6.1759279471723639e-05	   3.6500024154390688e-32	
   6.3113024674840788e-05	   3.2085465346841101e-32	
   6.4496443573808002e-05	   2.8206275361950767e-32	
   6.5910186607292170e-05	   2.4797407311129208e-32	
   6.7354918471384430e-05	   2.1801727551234597e-32	
   6.8831318432117960e-05	   1.9169052160348892e-32	
   7.0340080644837278e-05	   1.6855300803350323e-32	
   7.1881914480567496e-05	   1.4821753679403044e-32	
   7.3457544859537491e-05	   1.3034398987859126e-32	
   7.5067712592013898e-05	   1.1463359880739993e-32	
   7.6713174726605901e-05	   1.0082391214866369e-32	
   7.8394704906205532e-05	   8.8684375976126807e-33	
   8.0113093731728512e-05	   7.8012446803014750e-33	
   8.1869149133829782e-05	   6.8629868951298202e-33	
   8.3663696752766107e-05	   6.0380823825061127e-33	
   8.5497580326585342e-05	   5.3128293700439928e-33	
   8.7371662087824657e-05	   4.6750850560761265e-33	
   8.9286823168904106e-05	   4.1142770240249746e-33	
   9.1243964016407249e-05	   3.6211041364356146e-33	
   9.3244004814440842e-05	   3.1873485902328319e-33	
   9.5287885917276182e-05	   2.8058575946935146e-33	
   9.7376568291473041e-05	   2.4702990120573781e-33	
   9.9511033967694966e-05	   2.1751054216405792e-33	
   1.0169228650242809e-04	   1.9154134758989467e-33	
   1.0392135144982116e-04	   1.6869385235200367e-33	
   1.0619927684386755e-04	   1.4858956756893349e-33	
   1.0852713369115670e-04	   1.3089906282273801e-33	
   1.1090601647442692e-04	   1.1533002996843698e-33	
   1.1333704366715544e-04	   1.0162733129957835e-33	
   1.1582135825942880e-04	   8.9565478415967742e-34	
   1.1836012829533898e-04	   7.8947310502521869e-34	
   1.2095454742216022e-04	   6.9598854201251742e-34	
   1.2360583545156355e-04	   6.1367445833249695e-34	
   1.2631523893313193e-04	   5.4118567405353398e-34	
   1.2908403174044790e-04	   4.7734376394044491e-34	
   1.3191351567002729e-04	   4.2110898909104459e-34	
   1.3480502105338237e-04	   3.7156749413971421e-34	
   1.3775990738249953e-04	   3.2791815828396540e-34	
   1.4077956394902892e-04	   2.8945391951396236e-34	
   1.4386541049748452e-04	   2.5555430426625231e-34	
   1.4701889789276118e-04	   2.2567287275005080e-34	
   1.5024150880228482e-04	   1.9932931512987379e-34	
   1.5353475839311413e-04	   1.7610073163477423e-34	
   1.5690019504432348e-04	   1.5561548329860082e-34	
   1.6033940107500018e-04	   1.3754637345653755e-34	
   1.6385399348819920e-04	   1.2160559248731003e-34	
   1.6744562473120615e-04	   1.0753973793914364e-34	
   1.7111598347246379e-04	   9.5125933484387615e-35	
   1.7486679539553004e-04	   8.4167885897359057e-35	
   1.7869982401043724e-04	   7.4492933886221478e-35	
   1.8261687148283785e-04	   6.5948997454323853e-35	
   1.8661977948132479e-04	   5.8402198663453452e-35	
   1.9071043004332324e-04	   5.1734631567896402e-35	
   1.9489074645996410e-04	   4.5842491515858882e-35	
   1.9916269418035292e-04	   4.0634320975686650e-35	
   2.0352828173566086e-04	   3.6029578346123863e-35	
   2.0798956168346954e-04	   3.1957318789334639e-35	
   2.1254863157281874e-04	   2.8355000684962293e-35	
   2.1720763493040420e-04	   2.5167527515528200e-35	
   2.2196876226839531e-04	   2.2346333690667257e-35	
   2.2683425211434259e-04	   1.9848619264469349e-35	
   2.3180639206366068e-04	   1.7636634523825466e-35	
   2.3688751985518125e-04	   1.5677097812219498e-35	
   2.4208002447028256e-04	   1.3940661793067612e-35	
   2.4738634725611058e-04	   1.2401432557603005e-35	
   2.5280898307342072e-04	   1.1036568488497926e-35	
   2.5835048146958097e-04	   9.8259114300005158e-36	
   2.6401344787728594e-04	   8.7516721720895212e-36	
   2.6980054483954788e-04	   7.7981433799031037e-36	
   2.7571449326153615e-04	   6.9514605741986643e-36	
   2.8175807368985951e-04	   6.1993750069660342e-36	
   2.8793412761988981e-04	   5.5310692763884259e-36	
   2.9424555883173891e-04	   4.9369850188878300e-36	
   3.0069533475552324e-04	   4.4086749348036299e-36	
   3.0728648786655253e-04	   3.9386711446095808e-36	
