   2.0000000000000002e-05	   8.0276048243651910e-28	
   2.0438394105208747e-05	   6.7614531340379784e-28	
   2.0886397679991581e-05	   5.6954456352914456e-28	
   2.1344221361089277e-05	   4.7978908744667236e-28	
   2.1812080402337837e-05	   4.0421221527972734e-28	
   2.2290194775874044e-05	   3.4057000273858161e-28	
   2.2778789275558940e-05	   2.8697414858640523e-28	
   2.3278093622668798e-05	   2.4183556618961077e-28	
   2.3788342573902564e-05	   2.0381691599811381e-28	
   2.4309776031756820e-05	   1.7179267500867218e-28	
   2.4842639157320119e-05	   1.4481554565289455e-28	
   2.5387182485539974e-05	   1.2208819693320235e-28	
   2.5943662043015944e-05	   1.0293949073357113e-28	
   2.6512339468375244e-05	   8.6804480874031992e-29	
   2.7093482135286688e-05	   7.3207585709410028e-29	
   2.7687363278171096e-05	   6.1748430299193846e-29	
   2.8294262120667257e-05	   5.2089934260971512e-29	
   2.8914464006913778e-05	   4.3948288772740848e-29	
   2.9548260535708851e-05	   3.7084522834729975e-29	
   3.0195949697610197e-05	   3.1297406542120359e-29	
   3.0857836015040804e-05	   2.6417479188191987e-29	
   3.1534230685465400e-05	   2.2302023717215031e-29	
   3.2225451727705437e-05	   1.8830837390436082e-29	
   3.2931824131461120e-05	   1.5902672368391697e-29	
   3.3653680010111308e-05	   1.3432239964604337e-29	
   3.4391358756862017e-05	   1.1347689191718263e-29	
   3.5145207204318383e-05	   9.5884844077260268e-30	
   3.5915579787554038e-05	   8.1036188030585740e-30	
   3.6702838710754942e-05	   6.8501105070966987e-30	
   3.7507354117515983e-05	   5.7917365363510193e-30	
   3.8329504264870778e-05	   4.8979669094651973e-30	
   3.9169675701135415e-05	   4.1430672293739164e-30	
   4.0028263447651217e-05	   3.5053430595620928e-30	
   4.0905671184510865e-05	   2.9665036501311052e-30	
   4.1802311440355700e-05	   2.5111261270082241e-30	
   4.2718605786333301e-05	   2.1262042507407997e-30	
   4.3654985034306447e-05	   1.8007683695481256e-30	
   4.4611889439407241e-05	   1.5255653100683731e-30	
   4.5589768907030264e-05	   1.2927887319617571e-30	
   4.6589083204363813e-05	   1.0958519725588796e-30	
   4.7610302176557458e-05	   9.2919666995112782e-31	
   4.8653905967627947e-05	   7.8813151504874164e-31	
   4.9720385246207377e-05	   6.6869637693313629e-31	
   5.0810241436239534e-05	   5.6754779800940100e-31	
   5.1923986952733560e-05	   4.8186248848854351e-31	
   5.3062145442684265e-05	   4.0925598249625086e-31	
   5.4225252031274360e-05	   3.4771406651354950e-31	
   5.5413853573472821e-05	   2.9553496828076942e-31	
   5.6628508911148371e-05	   2.5128061199068406e-31	
   5.7869789135818666e-05	   2.1373551302704528e-31	
   5.9138277857159470e-05	   1.8187211063507267e-31	
   6.0434571477398245e-05	   1.5482152644218155e-31	
   6.1759279471723639e-05	   1.3184889631825949e-31	
   6.3113024674840788e-05	   1.1233255741965712e-31	
   6.4496443573808002e-05	   9.5746485391233127e-32	
   6.5910186607292170e-05	   8.1645471965686708e-32	
   6.7354918471384430e-05	   6.9652613425571033e-32	
   6.8831318432117960e-05	   5.9448747959712231e-32	
   7.0340080644837278e-05	   5.0763536854055740e-32	
   7.1881914480567496e-05	   4.3367932392257075e-32	
   7.3457544859537491e-05	   3.7067815721506463e-32	
   7.5067712592013898e-05	   3.1698621957800025e-32	
   7.6713174726605901e-05	   2.7120798466748228e-32	
   7.8394704906205532e-05	   2.3215966406736603e-32	
   8.0113093731728512e-05	   1.9883674502413316e-32	
   8.1869149133829782e-05	   1.7038577815577525e-32	
   8.3663696752766107e-05	   1.4608404217536985e-32	
   8.5497580326585342e-05	   1.2531728450973824e-32	
   8.7371662087824657e-05	   1.0756110735650888e-32	
   8.9286823168904106e-05	   9.2372033786631143e-33	
   9.1243964016407249e-05	   7.9372660431078118e-33	
   9.3244004814440842e-05	   6.8240956673518655e-33	
   9.5287885917276182e-05	   5.8704342720839218e-33	
   9.7376568291473041e-05	   5.0529757247235007e-33	
   9.9511033967694966e-05	   4.3518657945145182e-33	
   1.0169228650242809e-04	   3.7502466412768085e-33	
   1.0392135144982116e-04	   3.2337264566658001e-33	
   1.0619927684386755e-04	   2.7899955708901480e-33	
   1.0852713369115670e-04	   2.4086126870243728e-33	
   1.1090601647442692e-04	   2.0806142940244912e-33	
   1.1333704366715544e-04	   1.7983788554872119e-33	
   1.1582135825942880e-04	   1.5553732592827109e-33	
   1.1836012829533898e-04	   1.3460318355448660e-33	
   1.2095454742216022e-04	   1.1655838091858148e-33	
   1.2360583545156355e-04	   1.0099522318145526e-33	
   1.2631523893313193e-04	   8.7564235319556309e-34	
   1.2908403174044790e-04	   7.5966815961713183e-34	
   1.3191351567002729e-04	   6.5946531512373847e-34	
   1.3480502105338237e-04	   5.7283614437142107e-34	
   1.3775990738249953e-04	   4.9789946386631664e-34	
